A,1,1.458185451,-0.634126413,1.337116581,0,7.800556464,2.988180817,0.974005451,-0.372909052,-1.476939126
C,0,0.80000395,-0.705563196,0.199582538,1,2.387618352,6.449308518,8.612645797,1.423506343,-0.685843226
A,0,1.189233789,1.239144875,0.776383263,0,6.134877785,2.299749621,-0.15088564,1.594716253,-0.597920625
C,0,-1.994627404,1.632385703,0.08072516,0,2.652724127,6.75186407,8.39944431,1.230486351,1.772264791
D,1,1.087517943,-0.394868639,-1.961365631,0,3.608792574,6.498698986,4.463982957,-0.5419948,0.326328512
A,1,-1.201517007,0.952297591,1.555867275,1,0.648112644,2.887102226,2.052984723,-1.909830401,0.222544041
A,1,0.569831989,0.236275384,-0.906338118,1,0.793445698,2.61187575,-0.647104189,1.038765946,-0.7189628
D,0,-0.854996737,-1.410942396,1.205082202,1,2.979874038,7.529516543,4.411226311,-0.927776317,1.018648264
A,1,-0.757591031,0.313225553,-1.315823074,1,1.344175525,2.663003243,-0.76394481,-0.625334282,-0.201721857
B,0,0.915656241,1.817175134,0.622076363,0,4.232667472,2.298513612,9.298241716,0.67561766,-0.646753976
D,1,0.389091323,-1.622685832,0.843655448,1,5.78189248,6.958996196,3.246344309,1.699838181,-0.286802393
B,0,-1.155683371,-1.166812044,-1.438989003,1,2.902575057,2.625621588,7.87011396,0.434250886,-1.316621079
D,1,-1.563900799,-0.749320859,-0.314581728,0,3.04445728,5.128810422,4.426345632,-0.295407788,-1.971473708
A,1,1.625278954,0.675379387,0.031904334,1,4.337118726,2.707252108,-0.25775448,1.724378322,-1.480454007
D,0,1.287091513,0.438130891,0.172972762,0,2.501567042,5.823110132,4.193153674,1.206716702,0.519179004
B,1,-0.697615815,0.73241765,1.900837116,1,3.922477053,2.786408912,7.882062808,-1.776255643,0.93429626
A,1,0.936378257,-0.073457355,-1.182829204,1,1.413347783,3.091002802,-0.675789812,-0.248128843,-1.05347946
D,1,1.016339989,1.066905953,1.050428107,0,4.941312884,5.85847092,4.354887596,-0.812025483,-0.836956312
D,0,-0.399542482,-0.511911979,0.459375393,1,2.602437093,7.406491196,5.04430886,-0.633263172,-0.786361412
A,1,-1.166498315,-0.818667074,1.320405552,0,4.581272259,2.571687718,-0.809840381,-1.342716325,-0.661625384
C,0,-1.233146783,0.562737219,-0.345702639,0,5.163622185,7.908351383,8.60934441,0.0074966,1.975238348
D,0,-1.332409395,1.149948273,-1.660898778,0,3.688993159,7.016903815,4.820040219,1.697376014,-1.028835621
D,0,0.231499379,0.222638034,1.922014497,0,3.823755373,7.402172618,3.835086751,1.974215109,-0.585854884
B,1,0.364596449,-0.724638511,1.596932472,0,2.491914682,2.766856506,10.79054077,-1.439383046,-1.783378627
D,0,1.814166335,1.499256123,0.275448343,1,2.070229093,7.04567987,4.392207307,1.790226436,0.801911669
A,0,1.794569672,1.282262457,1.430782847,0,2.56011645,3.016164191,-1.370920428,1.286524299,-0.076343956
B,1,0.245853318,-1.652490131,-1.636410499,1,0.416766815,2.844276719,8.499422858,1.034642686,-1.881289299
D,1,0.663241279,-1.760550219,-0.983923173,1,8.420908757,5.748038115,4.153338181,1.412172815,0.394977787
B,0,0.723302398,1.633978734,0.626262165,0,3.576481445,2.783553149,8.468706297,-1.160783775,-0.322163321
A,1,-0.31478599,1.478926186,-1.773847754,0,3.710651112,2.407687689,-0.279535088,1.516897065,-0.222244206
D,1,1.418180385,1.598950231,1.33995363,0,7.937507819,7.606687946,4.155261006,1.63482935,-1.650454805
D,1,0.226023566,0.411485865,1.473258614,0,0.361399707,7.641879281,4.076920645,1.26387839,0.57946198
A,0,-0.470448142,0.524052722,-0.858568393,0,8.906269038,2.533351791,1.6750028,-1.719968827,0.713405524
D,0,-1.099339959,-0.310911899,-0.566835492,1,4.882944076,6.490847894,5.42685247,-0.854606908,0.318279459
C,0,1.71521187,0.802531949,-0.878876415,0,-0.671464241,6.440954107,7.462211659,1.899395334,0.449096283
C,1,1.473288552,1.893141375,0.732313902,1,-0.023638025,6.930856248,8.952927693,-0.411409215,-1.202672206
D,1,-1.470600534,0.619827555,-0.96549323,0,5.934221103,6.76378761,4.79625827,0.711832318,0.305525824
D,0,1.749329094,1.700188161,1.777974947,1,1.423947535,7.336305286,4.089286463,0.287306997,1.467719674
D,0,0.037203079,-0.368480217,1.575552892,0,3.445477204,6.894443266,3.639861982,1.526649721,1.632653485
D,0,-0.121502673,-1.37717063,0.402242984,0,10.73985293,5.704958265,4.792773311,-0.062626439,-0.71334
B,0,1.105916583,0.823881491,1.081522177,1,5.867105471,2.428515974,6.533427885,0.164598737,-0.735993135
C,0,-0.335712804,0.300811043,0.103245608,0,2.667485725,6.631345728,8.219573593,-1.200035215,1.162340152
D,1,-1.772680412,-1.159850248,0.428550864,0,4.921653105,6.827175943,4.88344956,-1.628459,-0.015603763
A,1,-1.866466979,-1.044802648,1.815392233,0,-2.210193853,2.858599677,0.747265833,-1.417616598,-1.128349316
A,1,1.533228253,0.651333283,-1.553109821,0,2.071866464,2.922916222,-0.428886005,1.227851697,1.148929787
B,0,1.95079976,0.60854877,1.729075983,0,0.804164281,2.188057733,9.485345935,-1.370460378,-1.862660623
A,1,1.76581691,-1.983212739,0.57153901,0,4.508918278,2.652825939,0.31042604,-0.018897195,0.007758173
A,1,1.006593421,-0.264988398,-1.289288958,1,5.076348048,2.606406235,0.591954236,0.864496172,-0.603071526
A,1,-1.556456023,-1.500794138,0.252235654,1,8.335064451,2.607592804,-0.912896101,-1.756114659,1.63192167
A,1,0.46305417,1.508781714,0.806428907,0,5.163224308,3.16409206,1.767743287,-1.263447757,0.285094697
B,0,1.931441845,1.757080573,-1.74079977,1,3.293236593,2.008657441,9.783667122,1.854621711,1.912874755
D,0,-1.331238389,-1.583418149,0.651418263,1,5.505488561,7.651317385,5.133701841,-1.108051697,1.903078751
C,1,-0.119101706,-1.588736611,-1.162607161,1,7.746740647,6.611384733,9.247984921,-1.291085658,-1.536631943
A,1,1.572246198,0.438404044,0.90560289,1,0.293739519,2.608615805,-0.94387381,-1.480653085,1.656474647
A,1,0.015681512,0.411009078,-1.659556228,1,-2.85191028,2.57184787,-0.263243513,-1.749864506,1.646108129
C,0,1.293252552,0.315339173,0.731032717,1,4.88702561,5.017370406,10.32483041,-1.270472275,0.584543663
A,0,0.889498826,-1.086196024,1.049581691,1,3.025175917,2.700264768,0.27711932,0.843471901,0.657668511
C,0,0.037213586,0.452019331,0.07297425,1,-0.782219747,6.291751169,8.623658812,-1.164831993,-1.508594688
D,1,-1.641453304,-1.683431004,-0.397523784,0,-1.358311317,6.669916172,3.836742759,-0.21138458,-0.972191735
A,1,1.312878111,0.987297056,0.944184719,1,0.010153581,2.669834447,0.018013299,-1.067757824,0.987388934
C,0,0.370906562,-0.686134526,-1.097416378,0,9.075376158,5.647645277,8.902793066,-0.296118765,-0.583137028
B,0,-1.997426278,0.157178742,1.706366302,0,-2.976255479,2.771152577,8.258973963,-0.611769118,0.937916308
B,1,1.920510221,-1.109397589,-1.636574967,0,-1.715583625,2.325150097,10.35370834,0.940732513,1.36191499
B,0,-0.403593781,-0.678393205,0.377652138,1,7.35505729,2.352463694,9.639109273,0.672874122,-1.264245772
B,1,1.50304296,1.086311975,-1.596340016,1,3.585740675,2.871628499,8.030156822,-0.612160103,1.372684282
A,1,-1.370818173,-1.68762977,1.609066951,0,4.414139487,2.321257143,-1.116463624,0.801048921,-1.058648251
A,1,1.00888112,1.79450393,-1.21019651,1,5.181849788,2.617915491,0.480728791,-1.976414481,-1.580926428
A,1,0.889048821,-1.564700437,-1.416007445,1,5.203569713,1.774393715,0.681732635,1.142508937,0.274518121
A,1,-0.772878236,-0.85410428,1.923045833,0,1.535076415,2.274432681,0.57402218,-1.787902776,-0.271129951
B,0,0.968303142,0.219667614,0.158384434,1,-0.718319308,2.216484632,9.528191865,-0.270983112,-1.73683084
C,0,1.612711971,1.210632155,1.008687678,0,8.570016243,7.047499028,10.37387179,1.995354883,0.357545899
D,0,0.664259678,-1.762962853,0.972416098,1,3.6380265,7.480653459,3.74680551,1.008532351,-1.590110518
D,0,-1.162033548,-0.880535929,1.823477651,1,1.22215142,6.971066033,3.44308949,1.1889679,1.992093496
A,0,1.550380101,1.04872235,0.304529203,0,8.41718825,2.071194175,-0.987726653,1.628910953,0.387218529
A,1,-1.428229299,-0.334148128,-1.357156067,0,-1.556677674,2.486860149,-0.403338489,0.621301792,-0.378635601
D,0,0.93798625,-0.53554152,-0.196514429,1,10.36220799,6.534646692,4.072336295,0.407633253,-0.025913076
C,1,-0.403953588,-1.090866589,0.233240369,0,2.252775928,7.051072975,9.175317483,1.177891574,-0.110326163
D,1,-1.959265484,-1.072354142,0.160267188,0,6.792103346,6.178764337,4.242778911,1.629191354,-1.961349935
A,0,-1.812171463,-0.051326322,-1.12687632,1,5.974792227,2.257203387,-0.647347193,-1.878797764,1.540121321
D,1,1.14488768,-0.322131242,1.794589414,0,5.953480807,7.738724857,4.382944103,-0.64286273,1.886375106
A,0,-0.052124031,1.567650752,1.240336152,0,-2.514875985,2.882953658,-0.160159478,1.448428415,1.116251386
B,0,-0.874570941,-1.352593134,-0.028774389,1,-1.638697429,2.689885446,8.805822966,1.763241446,-1.639125846
